date,press_mean,rhdp_mean,temp_mean,wind_mean,aqi,covid_yes,month,season,year
2020-06-27,1004.833333,57.041667,72.791667,2.154167,45,1,6,summer,2020
2020-06-28,1004.041667,77.416667,70.5,1.754167,39,1,6,summer,2020
2020-06-29,1007.083333,85.375,67.708333,2.025,32,1,6,summer,2020
2020-06-30,1009.75,85.333333,65.5,1.783333,30,1,6,summer,2020
2020-07-01,1008.166667,79.333333,69.208333,1.5625,43,1,7,summer,2020
2020-07-02,1005.041667,61.666667,77.625,1.920833,40,1,7,summer,2020
2020-07-03,1008.083333,74.958333,69.333333,4.120833,40,1,7,summer,2020
2020-07-04,1010.166667,73.5,68.916667,2.1375,79,1,7,summer,2020
2020-07-05,1010.333333,73,73.541667,2.1875,68,1,7,summer,2020
2020-07-06,1015.291667,77.416667,68,1.958333,26,1,7,summer,2020
2020-07-07,1017.375,61.333333,70.791667,3.2,32,1,7,summer,2020
2020-07-08,1011.958333,71,76.583333,4.158333,45,1,7,summer,2020
2020-07-09,1011.5,67.083333,80.333333,2.8,54,1,7,summer,2020
2020-07-10,1011.583333,79.041667,74.75,2.166667,33,1,7,summer,2020
2020-07-11,1002.833333,71.458333,79.75,5.216667,36,1,7,summer,2020
2020-07-12,1000.416667,60,80.625,4.758333,38,1,7,summer,2020
2020-07-13,1003.818182,65,74.909091,2.290909,41,1,7,summer,2020
2020-07-15,1021.0625,66.3125,67.6875,2.3625,19,1,7,summer,2020
2020-07-16,1023.608696,66.130435,66,2.026087,24,1,7,summer,2020
2020-07-17,1017.041667,78.791667,66.208333,2.658333,24,1,7,summer,2020
2020-07-18,1013.615385,68.076923,75.769231,1.669231,33,1,7,summer,2020
2020-07-20,1005.388889,50.111111,85.888889,4.111111,45,1,7,summer,2020
2020-07-21,1011.291667,39.5,82.833333,2.975,37,1,7,summer,2020
2020-07-22,1014,65.125,74.458333,1.820833,28,1,7,summer,2020
2020-07-23,1012.208333,77.375,76.791667,2.291667,44,1,7,summer,2020
2020-07-24,1015.291667,62.208333,76.375,2.1625,34,1,7,summer,2020
2020-07-25,1014.125,55.708333,80.541667,1.766667,51,1,7,summer,2020
2020-07-26,1009.541667,49.25,83,3.825,44,1,7,summer,2020
2020-07-27,1003.583333,46.416667,86.666667,3.795833,58,1,7,summer,2020
2020-07-28,1004,46.541667,85.916667,4.016667,47,1,7,summer,2020
2020-07-29,1008.375,43.625,81.041667,3.175,45,1,7,summer,2020
2020-07-30,1006.833333,54.5,80.708333,2.829167,49,1,7,summer,2020
2020-07-31,1006.625,55.791667,77.166667,1.6375,38,1,7,summer,2020
